Opportunity Name,Organization/Household Name: Organization/Household Name,Opportunity Record Type,Project: Project Name,Proposal Submission Date,Won Proposal,Opportunities Count,Project: Country Program: Country Program Name,Project: Research Not Managed by IPA,Allocation Type,Original Close Date,pi_position,pi_name
"MIT0019 The Governance, Crime, & Conflict Initiative (Peace & Recovery Program)",Massachusetts Institute of Technology (MIT),Grant Award,Asking About Violence (Nigeria),9/28/2015,1,1,,1.0,External Subaward,4/9/2018,pi3,Rebecca Littman
"MIT0019 The Governance, Crime, & Conflict Initiative (Peace & Recovery Program)",Massachusetts Institute of Technology (MIT),Grant Award,Asking About Violence (Nigeria),9/28/2015,1,1,,1.0,External Subaward,4/9/2018,pi4,Andres Moya
"MIT0019 The Governance, Crime, & Conflict Initiative (Peace & Recovery Program)",Massachusetts Institute of Technology (MIT),Grant Award,Asking About Violence (Nigeria),9/28/2015,1,1,,1.0,External Subaward,4/9/2018,pi5,Vivian Khedari DePierro
"MIT0019 The Governance, Crime, & Conflict Initiative (Peace & Recovery Program)",Massachusetts Institute of Technology (MIT),Grant Award,Asking About Violence (Nigeria),9/28/2015,1,1,,1.0,External Subaward,4/9/2018,pi6,Hannah Baron
"MIT0019 The Governance, Crime, & Conflict Initiative (Peace & Recovery Program)",Massachusetts Institute of Technology (MIT),Grant Award,Asking About Violence (Nigeria),9/28/2015,1,1,,1.0,External Subaward,4/9/2018,pi7,Elayne Stecher
"MIT0019 The Governance, Crime, & Conflict Initiative (Peace & Recovery Program)",Massachusetts Institute of Technology (MIT),Grant Award,Asking About Violence (Nigeria),9/28/2015,1,1,,1.0,External Subaward,4/9/2018,pi8,Sandra Ley
"MIT0019 The Governance, Crime, & Conflict Initiative (Peace & Recovery Program)",Massachusetts Institute of Technology (MIT),Grant Award,Asking About Violence (Nigeria),9/28/2015,1,1,,1.0,External Subaward,4/9/2018,pi9,Mohammed Bukar
Campylobacter spp. Transmission Dynamics in Low- and Middle-Income Countries,Gates Foundation,Grant Proposal,Assess the transmission pathways of Campylobacter infection in children under 5,4/24/2018,0,1,Kenya,0.0,,4/20/2018,pi1,Amy Pickering
Assessing the use of a chatbot to reduce teenage pregnancy in Colombian schools- Agency Fund,The Agency Fund,Grant Proposal,Assessing the use of a chatbot to reduce teenage pregnancy in Colombian schools.,10/31/2024,0,1,Colombia,0.0,Allocation,10/31/2024,pi1,Jaime Millan Quijano
HAR-21-10011: Credit for Social Change: Water Access and Improved Farming through Better Borrowing (Kenya),Harvard University,Grant Award,Asset Collateralization and Endowment Effects,11/17/2019,1,1,Kenya,0.0,Allocation,11/10/2021,pi1,Michael Kremer
HAR-21-10011: Credit for Social Change: Water Access and Improved Farming through Better Borrowing (Kenya),Harvard University,Grant Award,Asset Collateralization and Endowment Effects,11/17/2019,1,1,Kenya,0.0,Allocation,11/10/2021,pi2,Joshua Deutschmann
HAR-21-10011: Credit for Social Change: Water Access and Improved Farming through Better Borrowing (Kenya),Harvard University,Grant Award,Asset Collateralization and Endowment Effects,11/17/2019,1,1,Kenya,0.0,Allocation,11/10/2021,pi3,Gautam Rao
HAR-21-10011: Credit for Social Change: Water Access and Improved Farming through Better Borrowing (Kenya),Harvard University,Grant Award,Asset Collateralization and Endowment Effects,11/17/2019,1,1,Kenya,0.0,Allocation,11/10/2021,pi4,Kevin Carney
Nyala proposal to USAID,Nyala Dairy Multipurpose Cooperative,Grant Proposal,Asset-collateralized agricultural equipment loans for women farmers in Kenya,1/4/2021,0,1,Kenya,0.0,,1/4/2021,pi1,Vivian Hoffmann
Nyala proposal to USAID,Nyala Dairy Multipurpose Cooperative,Grant Proposal,Asset-collateralized agricultural equipment loans for women farmers in Kenya,1/4/2021,0,1,Kenya,0.0,,1/4/2021,pi2,Michael Kremer
Nyala proposal to USAID,Nyala Dairy Multipurpose Cooperative,Grant Proposal,Asset-collateralized agricultural equipment loans for women farmers in Kenya,1/4/2021,0,1,Kenya,0.0,,1/4/2021,pi3,Kevin Carney
NGS - Using AI for Agric Extension Services,National Geographic,Grant Proposal,Assisting Farmers with Extension Services through Artificial Intelligence,9/30/2025,0,1,Ghana,0.0,Allocation,9/30/2025,pi1,Nicolo Tomaselli
NGS - Using AI for Agric Extension Services,National Geographic,Grant Proposal,Assisting Farmers with Extension Services through Artificial Intelligence,9/30/2025,0,1,Ghana,0.0,Allocation,9/30/2025,pi2,Eliasu Salifu
IRC-20-10004: Supplemental autonomous learning program for primary school aged children in Tanzania,International Rescue Committee (IRC),Grant Award,Autonomous Learning Centers in Nyarugusu and Host Communities,5/19/2020,1,1,Tanzania,0.0,Allocation,1/22/2021,pi1,Karen Levesque
AyniLab admin data in Peru,"Ministry of Development and Social Inclusion (MIDIS), Peru",Grant Proposal,AyniLab Social,4/30/2021,0,1,Peru,0.0,,4/30/2021,pi1,Dean Karlan
"TEM-19-10001: BFAB endline, Burkina Faso",John Templeton Foundation,Grant Award,B-FAB Burkina Family Aspirations and Behaviors,8/31/2018,1,1,Francophone West Africa,0.0,Allocation,1/16/2019,pi1,Pascaline Dupas
"TEM-19-10001: BFAB endline, Burkina Faso",John Templeton Foundation,Grant Award,B-FAB Burkina Family Aspirations and Behaviors,8/31/2018,1,1,Francophone West Africa,0.0,Allocation,1/16/2019,pi2,Seema Jayachandran
"TEM-19-10001: BFAB endline, Burkina Faso",John Templeton Foundation,Grant Award,B-FAB Burkina Family Aspirations and Behaviors,8/31/2018,1,1,Francophone West Africa,0.0,Allocation,1/16/2019,pi3,Pauline Rossi
BBC Media National Edutainment,BBC Media Action,Grant Proposal,BBC Media National Edutainment,2/15/2023,0,1,Tanzania,0.0,Allocation,2/15/2023,pi1,Donald Green
BBOXX Energy credit,Center for Effective Global Action (CEGA),Grant Proposal,BBOXX Energy credit,9/15/2017,0,1,Rwanda,0.0,,9/15/2017,pi1,Megan Lang
BBOXX Energy credit,Center for Effective Global Action (CEGA),Grant Proposal,BBOXX Energy credit,9/15/2017,0,1,Rwanda,0.0,,9/15/2017,pi2,Jeremy Magruder
BBOXX energy credits Weiss proposal,"University of California, Berkeley",Grant Proposal,BBOXX Energy experiments,10/2/2019,0,1,Rwanda,0.0,,10/2/2019,pi1,Megan Lang
BBOXX energy credits Weiss proposal,"University of California, Berkeley",Grant Proposal,BBOXX Energy experiments,10/2/2019,0,1,Rwanda,0.0,,10/2/2019,pi2,Jeremy Magruder
Cardno-18-10002: L&D System Trial Baseline Study (Philippines),Cardno Emerging Markets,Grant Award,BEST Activities Evaluation,10/26/2018,1,1,Philippines,0.0,,2/28/2019,pi1,Emily Beam
BRACI-20-10003 - Contract for BI RFE Phase 3 (United States),BRAC International,Grant Award,BI RFE phase 3,9/22/2020,1,1,United States,0.0,,11/3/2020,pi2,Loic Watine
BMG-23-10013: Generating Evidence on New Wave Graduation Programs,Gates Foundation,Grant Award,BMG-INV-064749 Generating Evidence on New Wave Graduation Programs,9/14/2023,1,1,Kenya,0.0,Allocation,11/8/2023,pi1,Moritz Poll
PSI-25-10002: Digital Self-Efficacy to Support Preference-Aligned Contraceptive Use,Population Services International,Grant Award,BMGF Northern Nigeria Digital Concept,8/23/2024,1,1,Nigeria,0.0,Allocation,7/29/2025,pi1,Celine Wuyts
BRACI-25-10011: BRAC AIM Tanzania Impact Evaluation,BRAC International,Grant Award,BRAC AIM Tanzania Impact Evaluation,3/21/2025,1,1,Tanzania,0.0,Allocation,3/3/2025,pi1,Emma Riley
BRACI-25-10011: BRAC AIM Tanzania Impact Evaluation,BRAC International,Grant Award,BRAC AIM Tanzania Impact Evaluation,3/21/2025,1,1,Tanzania,0.0,Allocation,3/3/2025,pi2,Mahreen Mahmud
BMG4464 - Gates ID OPP1114464 Financial Services for the Poor Research Fund_US,Gates Foundation,Grant Award,BSP - Market Conduct and Consumer Engagement,4/9/2015,1,1,Philippines,0.0,Allocation,6/4/2015,pi1,Rafe Mazer
BMG-19-10001 FIP Consumer Protection,Gates Foundation,Grant Award,BSP Consumer Protection Act Technical Assistance,8/29/2019,1,1,Philippines,0.0,Allocation,10/30/2019,pi1,Rafe Mazer
MIT PO 570003823 Bangladesh,Massachusetts Institute of Technology (MIT),Grant Award,Backlash Effect of Vote Buying Pilot,2/15/2015,1,1,Bangladesh,0.0,,3/9/2015,pi1,Jessica Leight
MIT PO 570003823 Bangladesh,Massachusetts Institute of Technology (MIT),Grant Award,Backlash Effect of Vote Buying Pilot,2/15/2015,1,1,Bangladesh,0.0,,3/9/2015,pi2,Moogdho Mahzab
MIT PO 570003823 Bangladesh,Massachusetts Institute of Technology (MIT),Grant Award,Backlash Effect of Vote Buying Pilot,2/15/2015,1,1,Bangladesh,0.0,,3/9/2015,pi3,Rohini Pande
BMG-20-10003 COVID-19 Research for Effective COVID Response (RECOVR) Gender Initiative,Gates Foundation,Grant Award,Balancing Work and Childcare Evidence from COVID19 School Closures in Kenya,5/29/2020,1,1,Kenya,1.0,External Subaward,8/26/2020,pi2,Ted Miguel
Nudges to Reduce Debt at Tax-Time,Massachusetts Institute of Technology (MIT),Grant Proposal,Baltimore CASH Nudges to Reduce Debt RCT,9/14/2015,0,1,,0.0,,9/14/2015,pi1,Dean Karlan
Nudges to Reduce Debt at Tax-Time,Massachusetts Institute of Technology (MIT),Grant Proposal,Baltimore CASH Nudges to Reduce Debt RCT,9/14/2015,0,1,,0.0,,9/14/2015,pi2,Jeremy Burke
Nudges to Reduce Debt at Tax-Time,Massachusetts Institute of Technology (MIT),Grant Proposal,Baltimore CASH Nudges to Reduce Debt RCT,9/14/2015,0,1,,0.0,,9/14/2015,pi3,Jonathan Zinman
Baltimore GVRS Study,University of Pennsylvania,Grant Proposal,Baltimore GVRS Study,4/1/2024,0,1,Mexico,0.0,Allocation,4/1/2024,pi1,Rodrigo Canales
WB Waste Mgmt Bamako descriptive study proposal,World Bank,Grant Proposal,Bamako Waste Management,5/23/2019,0,1,Francophone West Africa,0.0,,5/31/2019,pi2,Tristan Reed
BMG-19-10001 FIP Consumer Protection,Gates Foundation,Grant Award,Bangladesh - Consumer protection survey and landscaping,8/29/2019,1,1,Bangladesh,0.0,Allocation,10/30/2019,pi1,Rafe Mazer
WBK-20-20045: SIEF Bangladesh COVID-19 Remote Learning Technologies (Bangladesh),World Bank,Grant Award,Bangladesh COVID-19 Remote Learning Technologies,4/10/2020,1,1,Bangladesh,0.0,,11/5/2020,pi1,Emily Beam
WBK-20-20045: SIEF Bangladesh COVID-19 Remote Learning Technologies (Bangladesh),World Bank,Grant Award,Bangladesh COVID-19 Remote Learning Technologies,4/10/2020,1,1,Bangladesh,0.0,,11/5/2020,pi2,Laia Navarro-Sola
WBK-20-20045: SIEF Bangladesh COVID-19 Remote Learning Technologies (Bangladesh),World Bank,Grant Award,Bangladesh COVID-19 Remote Learning Technologies,4/10/2020,1,1,Bangladesh,0.0,,11/5/2020,pi3,Priya Mukherjee
BMG-19-10001 FIP Consumer Protection,Gates Foundation,Grant Award,Bank of Uganda Collaboration,8/29/2019,1,1,Uganda,0.0,Allocation,10/30/2019,pi1,William Blackmon
BMG-19-10001 FIP Consumer Protection,Gates Foundation,Grant Award,Bank of Uganda Collaboration,8/29/2019,1,1,Uganda,0.0,Allocation,10/30/2019,pi2,Brian Mwesigwa
BMG4464 - Gates ID OPP1114464 Financial Services for the Poor Research Fund_US,Gates Foundation,Grant Award,Banxico Credit Platform,4/9/2015,1,1,Mexico,0.0,Internal Subaward,6/4/2015,pi1,Dean Karlan
BMG4464 - Gates ID OPP1114464 Financial Services for the Poor Research Fund_US,Gates Foundation,Grant Award,Banxico Credit Platform,4/9/2015,1,1,Mexico,0.0,Internal Subaward,6/4/2015,pi2,Sean Higgins
BMG4464 - Gates ID OPP1114464 Financial Services for the Poor Research Fund_US,Gates Foundation,Grant Award,Banxico Credit Platform,4/9/2015,1,1,Mexico,0.0,Internal Subaward,6/4/2015,pi3,Xavier Gine
BMG4464 - Gates ID OPP1114464 Financial Services for the Poor Research Fund_US,Gates Foundation,Grant Award,Banxico Credit Platform,4/9/2015,1,1,Mexico,0.0,Internal Subaward,6/4/2015,pi4,Jonathan Zinman
2025 Baseline data collection for mining in Madre de Dios,Wyss Academy for Nature,Grant Proposal,Baseline mining concessions in Madre de Dios,2/17/2025,0,1,Peru,0.0,Allocation,2/17/2025,pi1,Fernando Fernandez
New Proposal for Basic Income,John D. and Catherine T. MacArthur Foundation,Grant Proposal,Basic Income,10/1/2016,0,1,,0.0,,10/3/2016,pi1,Peter Ganong
New Proposal for Basic Income,John D. and Catherine T. MacArthur Foundation,Grant Proposal,Basic Income,10/1/2016,0,1,,0.0,,10/3/2016,pi2,Manasi Deshpande
WBK-20-20062: Be Green and Complete - Leather Goods (Bangladesh),World Bank,Grant Award,Be Green and Complete (Leather Goods),11/9/2020,1,1,Bangladesh,0.0,Allocation,11/9/2020,pi1,Eric Verhoogen
WEL3233 - IPV Initiative Phase 2 ? Expanding the Evidence Base and Advancing Pilots Along the Path to Scale.,Wellspring Philanthropic Fund,Grant Award,Becoming One,2/13/2018,1,1,Uganda,0.0,Allocation,6/18/2018,pi1,Jeannie Annan
WBK9659 PO 7169659 Kenya,World Bank,Grant Award,Behavioral Biases (WB WDR),3/13/2014,1,1,Kenya,0.0,,12/18/2013,pi1,Johannes Haushofer
"RAN-20-10002 - Beyond Bias - data collection services, Burkina Faso",RAND Corporation,Grant Award,Beyond Bias Family Planning,6/12/2019,1,1,Francophone West Africa,0.0,,4/30/2020,pi1,Zachary Wagner
"RAN-20-10002 - Beyond Bias - data collection services, Burkina Faso",RAND Corporation,Grant Award,Beyond Bias Family Planning,6/12/2019,1,1,Francophone West Africa,0.0,,4/30/2020,pi2,Corrina Moucheraud
CVI: Promoting social integration edutainment,Abdul Latif Jameel Poverty Action Lab (J-PAL),Grant Proposal,Binging the Gap Promoting Cohesion through an Edutainment Web Series,11/4/2024,0,1,Colombia,0.0,Allocation,11/4/2024,pi1,Eliana La Ferrara
CVI: Promoting social integration edutainment,Abdul Latif Jameel Poverty Action Lab (J-PAL),Grant Proposal,Binging the Gap Promoting Cohesion through an Edutainment Web Series,11/4/2024,0,1,Colombia,0.0,Allocation,11/4/2024,pi2,Andrei Kim
JPAL DigiFI Biometric Tracking System for Health Works in Uganda,"University of California, Berkeley",Grant Proposal,Biometric Tracking System for Health Workers in Uganda,3/13/2020,0,1,Uganda,0.0,,3/20/2020,pi1,Aleksandra Jakubowski
JPAL DigiFI Biometric Tracking System for Health Works in Uganda,"University of California, Berkeley",Grant Proposal,Biometric Tracking System for Health Workers in Uganda,3/13/2020,0,1,Uganda,0.0,,3/20/2020,pi2,Ted Miguel
JPAL DigiFI Biometric Tracking System for Health Works in Uganda,"University of California, Berkeley",Grant Proposal,Biometric Tracking System for Health Workers in Uganda,3/13/2020,0,1,Uganda,0.0,,3/20/2020,pi3,Dan Posner
CEBP Proposal for BoLT - Encore,Coalition for Evidence-Based Policy,Grant Proposal,BoLT - Encore,2/14/2014,0,1,,0.0,,3/19/2014,pi1,Jonathan Zinman
IGC1302 Sanitation Supplement - Bangladesh (Won),International Growth Centre (IGC),Grant Award,Bolstering Demand for Improved Sanitation,6/21/2015,1,1,Bangladesh,0.0,,9/11/2015,pi1,Mushfiq Mobarak
IGC1302 Sanitation Supplement - Bangladesh (Won),International Growth Centre (IGC),Grant Award,Bolstering Demand for Improved Sanitation,6/21/2015,1,1,Bangladesh,0.0,,9/11/2015,pi2,Raymond Guiteras
IGC1302 Sanitation Supplement - Bangladesh (Won),International Growth Centre (IGC),Grant Award,Bolstering Demand for Improved Sanitation,6/21/2015,1,1,Bangladesh,0.0,,9/11/2015,pi3,James Levinsohn
MIT-24-20109 K-CAI OEFA Botaderos (Peru),Massachusetts Institute of Technology (MIT),Grant Award,Botaderos OEFA,4/4/2024,1,1,Peru,0.0,Allocation,4/28/2024,pi1,Alipio Ferreira
MIT-24-20109 K-CAI OEFA Botaderos (Peru),Massachusetts Institute of Technology (MIT),Grant Award,Botaderos OEFA,4/4/2024,1,1,Peru,0.0,Allocation,4/28/2024,pi2,Manuel Barron
WBK-19-20016 KB8: Post-Endline Data Collection Phase 1 for Kenya Bridge Academies Project,World Bank,Grant Award,Bridge - Evaluation of Low Cost Schools (ELCS),2/19/2019,1,1,Kenya,0.0,,4/26/2019,pi1,Isaac Mbiti
WBK-19-20016 KB8: Post-Endline Data Collection Phase 1 for Kenya Bridge Academies Project,World Bank,Grant Award,Bridge - Evaluation of Low Cost Schools (ELCS),2/19/2019,1,1,Kenya,0.0,,4/26/2019,pi2,Guthrie Gray-Lobe
WBK-19-20016 KB8: Post-Endline Data Collection Phase 1 for Kenya Bridge Academies Project,World Bank,Grant Award,Bridge - Evaluation of Low Cost Schools (ELCS),2/19/2019,1,1,Kenya,0.0,,4/26/2019,pi3,Michael Kremer
WBK-19-20016 KB8: Post-Endline Data Collection Phase 1 for Kenya Bridge Academies Project,World Bank,Grant Award,Bridge - Evaluation of Low Cost Schools (ELCS),2/19/2019,1,1,Kenya,0.0,,4/26/2019,pi4,Owen Ozier
WBK-19-20016 KB8: Post-Endline Data Collection Phase 1 for Kenya Bridge Academies Project,World Bank,Grant Award,Bridge - Evaluation of Low Cost Schools (ELCS),2/19/2019,1,1,Kenya,0.0,,4/26/2019,pi5,Anthony Keats
"MIT0019 The Governance, Crime, & Conflict Initiative (Peace & Recovery Program)",Massachusetts Institute of Technology (MIT),Grant Award,Bridging the Digital Divide (BDD),9/28/2015,1,1,Colombia,0.0,Internal Subaward,4/9/2018,pi1,Mateo Vasquez
"MIT0019 The Governance, Crime, & Conflict Initiative (Peace & Recovery Program)",Massachusetts Institute of Technology (MIT),Grant Award,Bridging the Digital Divide (BDD),9/28/2015,1,1,Colombia,0.0,Internal Subaward,4/9/2018,pi2,Kevin Munger
"MIT0019 The Governance, Crime, & Conflict Initiative (Peace & Recovery Program)",Massachusetts Institute of Technology (MIT),Grant Award,Bridging the Digital Divide (BDD),9/28/2015,1,1,Colombia,0.0,Internal Subaward,4/9/2018,pi3,Nejla Asimovic
New Approaches for Improving Timeliness of Routine Immunizations in Low-Resource Settings (Round 19) (Vendor Agreement),University at Buffalo,Grant Proposal,Bridging the Intention-Action Gap for Improving Immunization,5/3/2017,0,1,Uganda,0.0,,5/3/2017,pi1,Pavani Ram
New Approaches for Improving Timeliness of Routine Immunizations in Low-Resource Settings (Round 19) (Vendor Agreement),University at Buffalo,Grant Proposal,Bridging the Intention-Action Gap for Improving Immunization,5/3/2017,0,1,Uganda,0.0,,5/3/2017,pi2,Ying Cao
Play-based Early Childhood & Inclusion Education - Kenya,Columbia University,Grant Proposal,Build a world of play-Kenya,5/11/2022,0,1,Kenya,0.0,Allocation,5/11/2022,pi1,Portia Williams
YAL-22-10008: Yale Research Associate (Mexico),Yale University,Grant Award,Building Effective and Resilient and Trusted Police Organizations in Mexico,11/1/2021,1,1,Mexico,0.0,Allocation,1/4/2022,pi1,Rodrigo Canales
YAL-22-10008: Yale Research Associate (Mexico),Yale University,Grant Award,Building Effective and Resilient and Trusted Police Organizations in Mexico,11/1/2021,1,1,Mexico,0.0,Allocation,1/4/2022,pi2,Juan Francisco Santini
YAL-22-10008: Yale Research Associate (Mexico),Yale University,Grant Award,Building Effective and Resilient and Trusted Police Organizations in Mexico,11/1/2021,1,1,Mexico,0.0,Allocation,1/4/2022,pi3,Mushfiq Mobarak
Building Ethnic Coexistence and Market Opportunities for High-Risk Populations,Musashi University,Grant Proposal,Building Ethnic Coexistence and Market Opportunities for High-Risk Populations,7/21/2023,0,1,Kenya,0.0,Allocation,7/21/2023,pi1,Tomohiro Hara
Building Ethnic Coexistence and Market Opportunities for High-Risk Populations,Musashi University,Grant Proposal,Building Ethnic Coexistence and Market Opportunities for High-Risk Populations,7/21/2023,0,1,Kenya,0.0,Allocation,7/21/2023,pi2,Tsuda Shunsuke
Building Ethnic Coexistence and Market Opportunities for High-Risk Populations,Musashi University,Grant Proposal,Building Ethnic Coexistence and Market Opportunities for High-Risk Populations,7/21/2023,0,1,Kenya,0.0,Allocation,7/21/2023,pi3,Shinji Shinji Okazaki
